id,Tube,Üldpind,Seisukord,Ehitusaasta,Tüüp,Korrus,Korruseid,Kuupäev,Maakond
959000,4,79.3,Keskmine,1991,Müüa korter,9,9,19.06.15,Ida-Virumaa
645857,2,39.5,Keskmine,1962,Müüa korter,2,4,16.09.13,Tartumaa
844268,1,30.6,Uus,2015,Müüa äripind,1,3,26.11.14,Tallinn
108433,4,89,Uus,2007,Müüa korter,3,4,10.08.10,Harjumaa
231374,2,64.5,Valmis,2006,Müüa korter,1,4,15.04.11,Harjumaa
365290,3,67,Renoveeritud,1958,Müüa korter,2,2,05.04.12,Tartumaa
739846,2,38.8,Valmis,1968,Müüa korter,1,2,15.03.14,Viljandimaa
634346,2,56.8,Valmis,1971,Anda üürile korter,4,5,24.08.13,Ida-Virumaa
699034,3,76.8,Valmis,2013,Müüa korter,1,4,31.12.13,Harjumaa
548670,3,86.8,Uus,2005,Müüa korter,3,5,27.03.13,Tallinn
383770,3,64,Valmis,1990,Müüa korter,2,3,15.05.12,Lääne-Virumaa
73259,2,46.4,Renoveeritud,1986,Müüa korter,4,5,28.05.10,Viljandimaa
634117,2,57,Uus,2012,Anda üürile korter,5,7,23.08.13,Harjumaa
324674,2,38,Vajab renoveerimist,1964,Müüa korter,2,2,15.11.11,Ida-Virumaa
825960,4,79.4,Vajab renoveerimist,1981,Müüa korter,7,9,19.09.14,Harjumaa
699059,4,111.7,Renoveeritud,1902,Müüa korter,3,3,31.12.13,Harjumaa
543860,2,46.4,Valmis,1971,Anda üürile korter,4,5,20.03.13,Harjumaa
811270,1,28.5,Renoveeritud,1965,Anda üürile korter,2,5,30.07.14,Ida-Virumaa
420935,3,58.7,Valmis,1981,Müüa korter,2,2,04.08.12,Ida-Virumaa
304891,3,66.7,Vajab san. remonti,1971,Müüa korter,5,9,01.10.11,Harjumaa
778929,5,221,Uus,2004,Müüa korter,6,7,29.05.14,Harjumaa
179090,2,42.1,Valmis,1954,Müüa korter,1,2,10.12.10,Ida-Virumaa
805676,4,180.6,Uus,2014,Müüa korter,5,5,18.07.14,Harjumaa
857096,3,99.2,Renoveeritud,2008,Müüa korter,3,3,22.12.14,Harjumaa
536587,2,65.7,Uus,2010,Müüa korter,1,4,07.03.13,Harjumaa
849241,3,56.4,Renoveeritud,1939,Müüa korter,4,5,05.12.14,Tallinn
358843,3,71.2,Uus,2012,Müüa korter,2,4,22.03.12,Harjumaa
184907,3,57.2,Valmis,1986,Müüa korter,3,5,25.12.10,Pärnumaa
166662,4,81.5,Uus,1982,Müüa korter,1,2,16.11.10,Valgamaa
597446,1,14,Valmis,2001,Anda üürile äripind,1,2,29.05.13,Pärnumaa
17491,3,64.8,Renoveeritud,1995,Anda üürile korter (Broneeritud),2,4,17.11.09,Harjumaa
504770,2,57.8,Uus,2007,Müüa korter,3,4,15.01.13,Harjumaa
346051,3,70.8,Uus,2006,Müüa korter,2,3,06.01.12,Harjumaa
704307,3,53,Vajab san. remonti,1976,Müüa korter,1,2,10.01.14,Valgamaa
869357,1,25.8,Valmis,1986,Müüa korter,9,9,17.01.15,Harjumaa
53602,4,72.5,Keskmine,1986,Müüa korter,3,3,14.04.10,Jõgevamaa
967664,3,170,Vajab renoveerimist,1920,Müüa maja,1,1,08.07.15,Tartumaa
519452,1,27,Vajab renoveerimist,1960,Müüa korter,3,4,06.02.13,Ida-Virumaa
693745,1,28.8,Valmis,1978,Müüa korter,2,3,17.12.13,Tartumaa
346145,1,24.8,Valmis,1938,Müüa korter,1,4,06.01.12,Harjumaa
746245,1,33.7,Renoveeritud,1980,Müüa korter,6,9,27.03.14,Harjumaa
933639,2,67.8,Uus,2008,Müüa korter,5,5,08.05.15,Harjumaa
35348,2,42.8,Uus,1956,Müüa korter,1,3,26.02.10,Tartumaa
666927,3,80.7,Valmis,1960,Müüa korter,2,5,27.10.13,Harjumaa
688363,2,50,Vajab san. remonti,1982,Müüa korter,6,9,06.12.13,Ida-Virumaa
238391,3,69.8,Renoveeritud,1956,Müüa korter,2,3,02.05.11,Tartumaa
256148,2,43.3,Valmis,1966,Müüa korter,1,5,08.06.11,Harjumaa
162269,2,53.6,Uus,2007,Müüa korter,1,3,09.11.10,Harjumaa
414771,5,388.6,Uus,2006,Müüa maja,1,1,20.07.12,Viljandimaa
925824,1,33,Renoveeritud,1985,Müüa korter,5,9,28.04.15,Harjumaa
291629,2,48,Uus,1980,Anda üürile korter,6,7,30.08.11,Harjumaa
366510,3,49.2,Keskmine,1964,Müüa korter,3,5,10.04.12,Harjumaa
1836,3,45,Renoveeritud,1970,Anda üürile korter,3,3,30.06.09,Harjumaa
309225,2,46.8,Valmis,1985,Müüa korter,3,5,12.10.11,Harjumaa
224900,4,107,Uus,2007,Müüa korter,2,3,01.04.11,Harjumaa
577637,2,63,Uus,2003,Anda üürile korter,4,6,14.05.13,Harjumaa
43410,2,20000,Renoveeritud,1950,Müüa maja,1,1,19.03.10,Vara vald
885380,2,49.7,Uus,2008,Müüa korter,3,5,16.02.15,Harjumaa
834784,1,35,Uus,2006,Müüa korter,3,3,07.11.14,Harjumaa
679297,2,43.2,Renoveeritud,1963,Anda üürile korter,1,9,19.11.13,Harjumaa
237169,34,242,Keskmine,1986,Müüa äripind,1,24,29.04.11,Hiiumaa
683161,2,60.4,Uus,2013,Müüa korter,3,3,27.11.13,Saaremaa
455011,3,48.8,Renoveeritud,1962,Müüa korter,2,4,16.10.12,Ida-Virumaa
879285,4,78.5,Valmis,1975,Müüa korter,5,5,04.02.15,Harjumaa
206289,3,65.6,Renoveeritud,1976,Müüa korter,2,9,22.02.11,Harjumaa
683416,2,51.2,Uus,2013,Müüa korter,2,2,27.11.13,Pärnumaa
813099,3,60,Renoveeritud,1968,Müüa korter (Broneeritud),4,9,10.08.14,Harjumaa
873158,2,51.5,Valmis,2006,Anda üürile korter,2,4,24.01.15,Harjumaa
505974,2,50,Uus,2007,Anda üürile korter,3,5,16.01.13,Harjumaa
461828,3,100,Renoveeritud,1995,Müüa korter,3,4,31.10.12,Harjumaa
967019,1,36,Valmis,2007,Müüa korter,1,3,07.07.15,Pärnumaa
54544,1,33,Keskmine,1988,Müüa korter,4,5,16.04.10,Tartumaa
883368,3,93,Uus,2005,Müüa korter,1,3,11.02.15,Tartumaa
135366,3,60,Vajab renoveerimist,1927,Müüa korter,1,3,27.09.10,Harjumaa
819158,3,80,San. remont tehtud,1954,Müüa korter,1,4,14.08.14,Harjumaa
848242,1,31,Renoveeritud,1982,Anda üürile korter,5,5,02.06.15,Harjumaa
281906,2,63.8,Uus,2012,Müüa korter (Broneeritud),2,4,09.08.11,Harjumaa
559405,2,48.3,Renoveeritud,1990,Müüa korter,2,2,14.04.13,Tartumaa
914414,3,50,Renoveeritud,1900,Anda üürile korter,2,2,09.04.15,Harjumaa
840703,1,32.7,Renoveeritud,1988,Müüa korter,5,9,19.11.14,Harjumaa
382773,3,60.8,Valmis,1968,Müüa korter,3,5,12.05.12,Harjumaa
3365,1,29.7,Vajab renoveerimist,1970,Müüa korter,3,5,06.07.09,Harjumaa
949211,2,67.7,Uus,2012,Müüa korter,3,4,03.06.15,Harjumaa
502135,2,47.2,Keskmine,1982,Müüa korter (Broneeritud),5,5,11.01.13,Harjumaa
373384,3,53.2,Uus,1930,Müüa korter,3,4,24.04.12,Harjumaa
774628,2,53,Renoveeritud,1981,Müüa korter,5,5,21.05.14,Kohila vald
601190,3,60.2,Renoveeritud,1981,Müüa korter,6,9,31.05.13,Harjumaa
208605,3,65.6,San. remont tehtud,1977,Anda üürile korter,2,9,27.02.11,Harjumaa
795372,2,54,Renoveeritud,1977,Müüa korter,3,3,10.10.14,Pärnumaa
741661,2,39.1,Vajab renoveerimist,1960,Müüa korter,3,3,18.03.14,Lääne-Virumaa
699406,2,48.5,Vajab san. remonti,1949,Müüa korter,2,2,01.01.14,Ida-Virumaa
509113,2,45,Uus,2003,Anda üürile korter,2,4,21.01.13,Harjumaa
779097,2,48.5,Uus,2004,Müüa korter,3,4,29.05.14,Harjumaa
781810,3,69,Uus,2006,Müüa korter,2,5,03.06.14,Harjumaa
327941,3,68.8,Valmis,1980,Müüa korter,1,2,21.11.11,Järvamaa
616307,3,78,Uus,2013,Anda üürile korter,3,6,19.07.13,Harjumaa
637796,1,21.9,Renoveeritud,1937,Anda üürile korter,2,3,31.08.13,Harjumaa
217828,3,46,Valmis,1940,Müüa korter,1,2,18.03.11,Viljandimaa
380125,3,68.4,Valmis,2005,Müüa korter,7,7,09.05.12,Harjumaa
664770,2,74.2,Uus,2008,Müüa korter,2,12,01.07.15,Harjumaa
632214,1,39.5,Uus,2007,Müüa korter,2,3,20.08.13,Harjumaa
805337,3,82.2,Renoveeritud,1917,Müüa korter,3,3,18.07.14,Harjumaa
34108,4,70.7,Renoveeritud,2003,Müüa korter,2,2,22.02.10,Saaremaa
699163,2,71.4,Uus,2008,Müüa korter,1,4,31.12.13,Harjumaa
249354,3,73,Uus,2007,Müüa korter,1,8,24.05.11,Harjumaa
716891,4,99.7,Uus,2013,Müüa korter,2,3,02.02.14,Tartumaa
345191,1,34,Uus,2007,Müüa korter,5,9,05.01.12,Läänemaa
543778,2,47.6,Uus,2003,Müüa korter,2,3,20.03.13,Pärnumaa
570695,1,32.1,Valmis,1980,Müüa korter,5,5,03.05.13,Ida-Virumaa
128477,2,47.6,Uus,2009,Müüa korter,1,5,15.09.10,Harjumaa
857358,1,18,Renoveeritud,1966,Müüa garaaž,1,1,22.12.14,Harjumaa
984444,3,67.7,Valmis,1991,Anda üürile korter,1,6,10.08.15,Harjumaa
180470,4,62,Vajab renoveerimist,1970,Müüa korter,2,3,14.12.10,Raplamaa
863663,2,49.2,Vajab san. remonti,1986,Müüa korter,4,5,07.01.15,Pärnumaa
814604,4,124.3,Uus,2006,Anda üürile korter,3,3,06.08.14,Harjumaa
226015,2,47,Valmis,1970,Müüa korter,3,5,05.04.11,Lääne-Virumaa
738504,3,138.7,Renoveeritud,2008,Müüa korter,1,2,13.03.14,Harjumaa
882937,2,53.4,Uus,2014,Müüa korter,3,6,11.02.15,Harjumaa
136164,8,561.3,Valmis,1984,Müüa äripind,1,1,27.09.10,Pärnumaa
277252,2,64,Uus,1881,Müüa korter,2,3,28.07.11,Viljandimaa
706248,3,62,Uus,2001,Anda üürile korter,1,3,14.01.14,Tallinn
620271,1,33,San. remont tehtud,1979,Müüa korter,4,5,28.07.13,Raplamaa
847895,1,27.9,Valmis,1992,Anda üürile korter,4,5,03.12.14,Tartumaa
793346,3,66,Uus,2014,Müüa korter,1,4,25.06.14,Harjumaa
657474,3,109.7,Valmis,1986,Anda üürile korter,4,4,08.10.13,Ida-Virumaa
781764,5,126.6,Renoveeritud,1912,Müüa korter,3,4,03.06.14,Harjumaa
589818,3,72.3,Uus,2006,Müüa korter,1,4,28.05.13,Harjumaa
720358,2,58.3,Valmis,1955,Müüa korter,2,5,08.02.14,Harjumaa
191970,3,60,Renoveeritud,1972,Müüa korter,5,9,27.01.11,Harjumaa
316428,2,53,Vajab san. remonti,1979,Müüa korter,2,5,26.10.11,Tallinn
914351,2,44.9,Uus,2014,Müüa korter,2,3,08.04.15,Tartumaa
677867,1,29,Renoveeritud,1969,Anda üürile korter,3,5,16.11.13,Tartumaa
915847,2,48.3,Uus,2005,Müüa korter,4,4,11.04.15,Harjumaa
792184,2,49.1,Keskmine,1983,Müüa korter,7,9,20.06.14,Harjumaa
517609,3,100.6,Uus,2005,Anda üürile korter,2,5,04.02.13,Harjumaa
943542,2,50,San. remont tehtud,1977,Müüa korter,2,2,25.05.15,Järvamaa
353918,3,69.2,Uus,2012,Müüa korter,1,4,22.01.12,Harjumaa
704364,4,103.2,Uus,2013,Müüa korter,2,4,10.01.14,Tartumaa
133995,2,54.4,Uus,2005,Müüa korter,1,3,25.09.10,Tartumaa
826619,3,60,Uus,2000,Anda üürile korter,1,4,23.10.14,Tallinn
543244,2,39.7,San. remont tehtud,1967,Müüa korter,1,2,19.03.13,Järvamaa
889054,3,104,Renoveeritud,1979,Müüa korter,6,7,23.02.15,Harjumaa
72831,2,50,Uus,2004,Anda üürile korter,3,3,27.05.10,Harjumaa
561945,2,110,Renoveeritud,1970,Anda üürile äripind,1,4,17.04.13,Harjumaa
793519,4,95.3,Uus,2005,Müüa korter,4,4,25.06.14,Harjumaa
509630,4,104.6,Uus,2012,Müüa korter,2,4,22.01.13,Harjumaa
139084,4,80,Keskmine,1984,Anda üürile korter,9,9,30.09.10,Harjumaa
484185,3,75,Vajab san. remonti,1975,Müüa korter,2,2,12.12.12,Pärnumaa
452269,3,75.1,Renoveeritud,1955,Müüa korter,3,3,09.10.12,Harjumaa
304638,3,72.7,Uus,2006,Müüa korter,1,3,30.09.11,Harjumaa
791544,3,65,San. remont tehtud,1983,Müüa korter,1,5,19.06.14,Tartumaa
746227,2,43,Uus,2007,Anda üürile korter (Broneeritud),5,8,27.03.14,Harjumaa
663126,2,39.2,Uus,2003,Müüa korter,1,3,19.10.13,Viimsi vald
15898,4,155,Vajab renoveerimist,1958,Müüa äripind,1,3,12.11.09,Ida-Virumaa
494535,2,46.8,Renoveeritud,1975,Müüa korter,5,5,26.12.12,Harjumaa
521856,2,49.1,Valmis,1950,Müüa korter,2,2,10.02.13,Ida-Virumaa
692615,3,69.2,Uus,2013,Müüa korter,3,3,15.12.13,Harjumaa
490425,4,74.6,Valmis,1980,Müüa korter,4,4,17.12.12,Raplamaa
293594,2,54.1,Vajab renoveerimist,1960,Müüa korter,2,2,05.09.11,Harjumaa
447123,1,34,Renoveeritud,1987,Müüa korter,2,9,26.09.12,Harjumaa
852132,1,32.7,Renoveeritud,1981,Müüa korter,1,5,11.12.14,Harjumaa
727869,3,67.5,Renoveeritud,1956,Müüa korter,5,5,21.02.14,Harjumaa
460431,1,12,San. remont tehtud,1965,Anda üürile korter,1,5,27.10.12,Harjumaa
573275,2,33.9,Renoveeritud,1936,Müüa korter,1,3,07.05.13,Tallinn
292907,3,81.8,Uus,2010,Müüa korter,1,4,02.09.11,Harjumaa
479923,4,67.2,San. remont tehtud,1983,Müüa korter,2,5,11.12.12,Ida-Virumaa
595407,2,52.7,Uus,2006,Anda üürile korter,3,3,29.05.13,Harjumaa
399514,1,34,Renoveeritud,1986,Müüa korter,1,9,13.06.12,Harjumaa
517545,2,76,Uus,2003,Anda üürile korter,4,5,04.02.13,Tallinn
931624,3,57.4,Keskmine,1972,Müüa korter,4,5,05.05.15,Harjumaa
444753,4,87.2,Uus,2012,Müüa korter,1,4,20.09.12,Harjumaa
162600,3,71,Uus,2000,Müüa korter,2,5,09.11.10,Tallinn
789160,3,64.9,Renoveeritud,1985,Müüa korter,6,9,16.06.14,Harjumaa
89924,2,39.8,Renoveeritud,1937,Anda üürile korter,2,3,30.06.10,Harjumaa
50980,2,61.7,Uus,2006,Müüa korter,1,3,07.04.10,Pärnumaa
729870,3,93.2,Uus,2008,Müüa korter,3,3,26.02.14,Tartumaa
968048,2,59.3,Vajab renoveerimist,1953,Müüa korter,3,6,08.07.15,Tallinn
176537,2,45.4,San. remont tehtud,1970,Anda üürile korter,7,9,30.12.13,Harjumaa
889491,2,52,Keskmine,1976,Müüa korter,5,5,24.02.15,Harjumaa
975718,1,30,Renoveeritud,1936,Anda üürile äripind,1,4,23.07.15,Harjumaa
935440,2,55,Uus,2014,Anda üürile korter,4,5,11.05.15,Harjumaa
586823,3,84.7,Valmis,1910,Müüa korter,2,2,27.05.13,Harjumaa
423657,2,41,Vajab renoveerimist,1988,Müüa korter,2,4,10.08.12,Harjumaa
401247,3,73.6,Uus,2007,Müüa korter,3,3,18.06.12,Harjumaa
34192,2,69.3,Uus,2003,Müüa korter,6,9,22.02.10,Harjumaa
942431,3,63.3,Keskmine,1986,Müüa korter,1,5,22.05.15,Harjumaa
96487,3,66.5,Uus,2011,Müüa korter,1,2,15.07.10,Tallinn
371742,5,98,Renoveeritud,1986,Müüa korter,4,5,21.04.12,Viljandimaa
364518,1,31.8,Renoveeritud,1977,Müüa korter,4,5,04.04.12,Ida-Virumaa
683152,4,96,Valmis,1990,Müüa korter,1,2,27.11.13,Saaremaa
864606,3,69.6,Renoveeritud,2001,Anda üürile korter,3,5,09.01.15,Tallinn
489102,1,32.8,Valmis,1975,Müüa korter,4,5,16.12.12,Läänemaa
760422,4,180,San. remont tehtud,1993,Anda üürile korter,4,4,25.04.14,Tartumaa
748885,3,69.3,Keskmine,1983,Müüa korter,3,3,17.03.15,Järvamaa
971003,3,82,Renoveeritud,1924,Müüa korter,4,4,14.07.15,Harjumaa
427601,1,9.6,Renoveeritud,1850,Müüa äripind,1,2,19.08.12,Tartumaa
88505,2,61.6,Uus,2004,Müüa korter,2,8,28.06.10,Harjumaa
538981,4,78.5,Valmis,1989,Müüa korter,2,5,13.03.13,Pärnumaa
146150,1,34.8,Uus,2007,Müüa korter,3,5,13.10.10,Tallinn
85512,4,91.2,Uus,2009,Müüa korter,5,5,19.06.10,Harjumaa
822664,1,41.7,Uus,2014,Müüa korter,1,3,16.10.14,Tartumaa
23360,4,85,Vajab san. remonti,1980,Müüa korter,4,16,05.12.09,Harjumaa
333950,3,71.8,Uus,2006,Müüa korter,2,2,05.12.11,Harjumaa
641557,2,55.1,Uus,2013,Müüa korter,1,4,08.09.13,Harjumaa
382735,1,26.2,Valmis,1917,Müüa korter,2,2,12.05.12,Järvamaa
630490,2,47.2,Renoveeritud,1976,Anda üürile korter,3,5,16.08.13,Harjumaa
525040,3,57,Renoveeritud,1970,Anda üürile korter,2,3,15.02.13,Harjumaa
397468,1,32.8,Keskmine,1986,Anda üürile korter,6,9,11.06.12,Harjumaa
365446,3,44.1,Keskmine,1966,Müüa korter,1,2,06.04.12,Orissaare vald
31489,2,57,Uus,2008,Müüa korter,3,5,15.02.10,Harjumaa
56465,2,46.9,Keskmine,1971,"Müüa korter, Vahetuse võimalus",4,5,21.04.10,Harjumaa
882964,2,67.1,Uus,2011,Müüa korter,3,4,11.02.15,Harjumaa
498404,5,194,Valmis,2005,Müüa maja,1,1,05.01.13,Harjumaa
488564,2,43.2,Valmis,1968,Müüa korter,2,2,16.12.12,Pärnumaa
354373,6,371,Valmis,1994,Müüa maja,3,4,23.01.12,Valgamaa
888065,3,87.1,Uus,2013,Müüa korter,4,7,20.02.15,Harjumaa
918068,2,51.6,Uus,2015,Müüa korter,2,2,15.04.15,Tartumaa
397823,3,67,Renoveeritud,1985,Müüa korter,9,9,11.06.12,Harjumaa
406271,2,48.4,Renoveeritud,1975,Müüa korter,5,5,30.06.12,Ida-Virumaa
902628,3,60.8,Uus,2007,Müüa korter,1,3,18.03.15,Harjumaa
961621,2,44,Valmis,2006,Anda üürile korter,3,10,26.06.15,Harjumaa
591288,2,64.5,Valmis,2005,Müüa korter,1,4,28.05.13,Harjumaa
240162,3,79.3,Renoveeritud,1966,Müüa korter,4,5,04.05.11,Harjumaa
563129,2,60.3,Uus,2006,Müüa korter,6,7,19.04.13,Harjumaa
311097,4,79.8,Renoveeritud,1975,Müüa korter,1,5,16.10.11,Harjumaa
856259,4,84.4,Uus,2013,Müüa korter,2,4,20.12.14,Tartumaa
583630,2,35.4,Renoveeritud,1974,Müüa korter,1,8,23.05.13,Harjumaa
620974,3,65.5,Renoveeritud,1985,Müüa korter,3,5,29.07.13,Tartumaa
221783,3,74,Renoveeritud,1964,Müüa korter,5,6,25.03.11,Tallinn
775548,2,34.4,Vajab renoveerimist,1979,Müüa korter,5,5,20.08.14,Tallinn
248007,3,67,Uus,2007,Anda üürile korter,3,5,27.08.14,Harjumaa
487396,1,31.9,Renoveeritud,1922,Müüa korter,3,3,15.12.12,Harjumaa
501784,2,63.2,Renoveeritud,2008,Müüa korter,4,4,11.01.13,Harjumaa
849003,4,101.7,Renoveeritud,1920,Müüa korter,1,2,05.12.14,Tartumaa
611457,4,80,Renoveeritud,1990,"Müüa korter, Vahetuse võimalus",2,9,10.07.13,Harjumaa
677550,4,99.2,Renoveeritud,1939,Müüa korter,2,4,15.11.13,Harjumaa
542118,4,78.9,Keskmine,1979,Müüa korter,2,2,28.03.13,Lääne-Virumaa
831183,2,39,Vajab renoveerimist,1965,Müüa korter,1,5,31.10.14,Ida-Virumaa
924822,2,58.6,Renoveeritud,2011,Müüa korter,1,2,27.04.15,Tartumaa
769626,2,41,Renoveeritud,1962,Anda üürile korter,3,4,12.05.14,Harjumaa
35447,3,76,Renoveeritud,1911,Müüa korter,3,4,26.02.10,Tartumaa
889968,2,59.1,Renoveeritud,1958,Müüa korter,2,4,25.02.15,Harjumaa
322831,2,49.2,Uus,2006,Müüa korter,1,3,10.11.11,Harjumaa
155536,2,39,Renoveeritud,1950,Müüa korter,4,5,27.10.10,Harjumaa
180032,1,36.1,Uus,2007,Müüa korter,5,5,13.12.10,Harjumaa
704334,2,56.6,Uus,2006,Anda üürile korter,3,5,10.01.14,Tartumaa
369814,3,75.5,Uus,2010,Müüa korter,1,4,17.04.12,Harjumaa
278176,4,180,Keskmine,1980,Müüa maja,1,1,30.07.11,Tartumaa
78422,1,26,Uus,2006,"Müüa korter, Vahetuse võimalus",5,5,06.06.10,Harjumaa
558112,1,35.4,Uus,2007,Müüa korter,11,11,11.04.13,Harjumaa
771752,2,50.5,Uus,2006,Müüa korter,2,3,15.05.14,Harjumaa
839949,3,110,Uus,2008,Müüa korter,3,5,17.11.14,Harjumaa
589807,2,51.7,Valmis,2002,Müüa korter,2,5,28.05.13,Harjumaa
14307,2,50,Renoveeritud,2006,Anda üürile korter,2,4,08.11.09,Harjumaa
743693,1,27.4,Renoveeritud,1930,Müüa korter,2,2,23.03.14,Pärnumaa
87460,3,68,Vajab renoveerimist,1987,Müüa korter,3,3,25.06.10,Järvamaa
552543,2,52.6,Uus,2006,Müüa korter,1,3,03.04.13,Harjumaa
671477,3,71,Uus,2008,Anda üürile korter,3,3,04.11.13,Tallinn
561928,2,37,Vajab renoveerimist,1962,Müüa korter,1,4,17.04.13,Ida-Virumaa
962946,1,35.4,Uus,2006,Anda üürile korter,13,14,27.07.15,Harjumaa
901227,3,61.6,Uus,2006,Anda üürile korter,2,3,16.03.15,Tartumaa
583027,4,93.5,Keskmine,1983,Müüa korter,5,5,29.01.14,Harjumaa
740679,4,77,Vajab san. remonti,1977,Müüa korter,1,5,17.03.14,Järvamaa
605540,2,44.7,Renoveeritud,1964,Müüa korter,1,3,28.06.13,Läänemaa
588968,2,47.5,Renoveeritud,1990,Müüa korter,2,9,28.05.13,Harjumaa
87300,3,67,Renoveeritud,1982,"Müüa korter, Vahetuse võimalus",2,2,09.07.13,Jõgevamaa
465277,2,49.5,Vajab renoveerimist,1970,Müüa korter,1,5,08.11.12,Ida-Virumaa
941739,4,75.9,Renoveeritud,1979,Müüa korter,5,5,21.05.15,Tartumaa
612600,2,43,Valmis,1975,Müüa korter,1,3,12.07.13,Pärnumaa
850384,2,36,Renoveeritud,1963,Anda üürile korter,1,5,08.12.14,Tartumaa
631524,2,65,Vajab renoveerimist,1963,Müüa maja,1,1,19.08.13,Põlvamaa
288866,3,79.3,Renoveeritud,1966,Müüa korter,4,5,24.08.11,Harjumaa
220632,4,73.7,Uus,1979,Müüa korter,5,5,23.03.11,Ida-Virumaa
198906,2,36.3,Valmis,1964,Müüa korter,1,3,09.02.11,Ida-Virumaa
876904,1,30,Uus,2010,Anda üürile korter,1,5,31.01.15,Harjumaa
864578,4,77.3,Valmis,1976,Müüa korter,2,2,09.01.15,Viljandimaa
497326,1,23.3,Renoveeritud,1930,Müüa korter,1,2,03.01.13,Tartumaa
926843,1,52.1,Renoveeritud,1980,Müüa korter,9,9,30.04.15,Jõhvi vald
432487,2,59,Uus,2007,Müüa korter,4,5,29.08.12,Harjumaa
312536,4,73,Valmis,2001,Müüa korter,3,5,19.10.11,Pärnumaa
421479,2,47.9,Renoveeritud,1966,Müüa korter,5,5,06.08.12,Harjumaa
547535,1,31,San. remont tehtud,1970,Anda üürile korter (Broneeritud),1,5,10.04.13,Harjumaa
682830,1,35.4,Uus,2009,Müüa korter,8,8,26.11.13,Pärnumaa
276872,3,75,Uus,1922,Müüa talu (Broneeritud),1,1,27.07.11,Järvamaa
574174,1,32.9,Valmis,1980,Müüa korter,5,5,09.05.13,Ida-Virumaa
384060,3,90,Renoveeritud,1904,Müüa maja,1,1,15.05.12,Pärnumaa
376161,3,68,Renoveeritud,1975,Müüa korter,1,9,01.05.12,Harjumaa
151542,3,98,Uus,2006,Anda üürile korter,7,8,20.10.10,Harjumaa
758483,1,140,Vajab renoveerimist,1876,Anda üürile korter,1,1,11.06.14,Harjumaa
683563,4,97,Uus,2014,Müüa korter,3,4,27.11.13,Tartumaa
368963,2,74,Vajab san. remonti,1930,Anda üürile majaosa,1,1,16.04.12,Valgamaa
935944,2,78.1,Uus,2015,Müüa korter,3,5,12.05.15,Harjumaa
797634,2,38.9,Renoveeritud,1958,Müüa korter,1,2,02.07.14,Harjumaa
164812,3,70.8,Uus,2011,Müüa korter,2,5,12.11.10,Harjumaa
652114,1,33,Vajab san. remonti,1982,Müüa korter,4,9,27.09.13,Harjumaa
517513,2,40,Vajab renoveerimist,1964,Müüa korter,1,4,04.02.13,Pärnumaa
451027,3,82,Uus,2007,Müüa korter,4,4,05.10.12,Harjumaa
842350,2,37.7,Valmis,1973,Müüa korter,2,4,23.11.14,Tartumaa
250163,2,51.7,Uus,1948,Müüa korter,1,2,26.05.11,Ida-Virumaa
390667,3,65.8,Renoveeritud,1988,Müüa korter,1,3,29.05.12,Harjumaa
231995,1,25,Vajab renoveerimist,1980,Müüa korter,1,3,18.04.11,Lääne-Virumaa
297093,3,65.4,Valmis,1988,Müüa korter,2,3,14.09.11,Viljandimaa
355932,4,132,Renoveeritud,1924,Müüa korter,5,5,25.01.12,Harjumaa
395699,3,72,Valmis,2008,Anda üürile korter,3,3,07.06.12,Harjumaa
175522,3,59.7,Uus,2007,Müüa äripind,9,30,02.12.10,Harjumaa
889247,3,120,Keskmine,2007,Anda üürile korter,4,5,23.02.15,Harjumaa
854647,3,73.4,Uus,2013,Müüa korter,3,6,16.12.14,Harjumaa
301544,3,70,Uus,2005,Müüa korter,3,3,23.09.11,Harjumaa
294844,1,16.5,Renoveeritud,1989,Müüa korter,2,5,08.09.11,Harjumaa
178980,3,56.4,Uus,1985,Müüa korter,1,5,09.12.10,Harjumaa
134326,1,21.5,Valmis,2002,Müüa äripind,3,3,26.09.10,Lääne-Virumaa
158697,2,52.4,Uus,1983,Müüa korter,2,8,03.11.10,Tallinn
507771,4,120,Uus,2010,Müüa maja,1,1,18.01.13,Saku vald
724333,3,65,Valmis,1950,Müüa korter,1,2,15.02.14,Ida-Virumaa
880207,5,151,Vajab renoveerimist,1938,Müüa maja,1,1,06.02.15,Lääne-Virumaa
111330,4,91.2,Uus,2009,Müüa korter,5,5,16.08.10,Harjumaa
796969,2,58.9,Valmis,1956,Müüa korter,1,4,01.07.14,Harjumaa
797115,3,81.9,Uus,2001,Anda üürile korter,3,3,01.07.14,Harjumaa
782407,3,59.5,Renoveeritud,1968,"Müüa korter, Vahetuse võimalus",1,9,16.06.14,Tallinn
621606,2,49.7,Valmis,1979,Müüa korter,7,9,30.07.13,Harjumaa
465324,3,65,Renoveeritud,1987,Anda üürile korter,4,9,08.11.12,Harjumaa
682761,3,65,San. remont tehtud,1986,Müüa korter,1,5,26.11.13,Harjumaa
810634,2,65.6,Valmis,1936,Müüa korter,2,4,29.07.14,Harjumaa
765154,2,38.4,Renoveeritud,1960,Müüa korter,3,3,05.05.14,Ida-Virumaa
870443,3,66.5,Renoveeritud,1975,Müüa korter,4,5,19.01.15,Tartumaa
537984,3,88.1,Uus,2005,Anda üürile korter,3,7,11.03.13,Tallinn
248665,3,68.2,Uus,2004,Müüa korter,1,3,23.05.11,Harjumaa
